,NAICS12,INDEX ITEM DESCRIPTION
9453,333414,Kerosene space heaters manufacturing
9454,333414,"Logs, gas fireplace, manufacturing"
9455,333414,"Oil burners, heating, manufacturing"
9456,333414,"Radiators (except motor vehicle, portable electric) manufacturing"
9457,333414,Room heaters (except portable electric) manufacturing
9458,333414,Solar energy heating equipment manufacturing
9459,333414,Solar heating systems manufacturing
9460,333414,Space heaters (except portable electric) manufacturing
9461,333414,Steam heating equipment manufacturing
9462,333414,Swimming pool heaters manufacturing
9463,333414,Unit heaters (except portable electric) manufacturing
9464,333414,Wood stoves manufacturing
9465,333415,"Air-conditioners, unit (e.g., motor home, travel trailer, window), manufacturing"
9466,333415,Air-conditioning and warm air heating combination units manufacturing
9467,333415,Air-conditioning compressors (except motor vehicle) manufacturing
9468,333415,Air-conditioning condensers and condensing units manufacturing
9469,333415,Air-conditioning equipment (except motor vehicle) manufacturing
9470,333415,Beer cooling and dispensing equipment manufacturing
9471,333415,"Coolers, refrigeration, manufacturing"
9472,333415,"Coolers, water, manufacturing"
9473,333415,Cooling towers manufacturing
9474,333415,"Counters and display cases, refrigerated, manufacturing"
9475,333415,Dehumidifiers (except portable electric) manufacturing
9476,333415,"Display cases, refrigerated, manufacturing"
9477,333415,"Drinking fountains, refrigerated, manufacturing"
9478,333415,"Electric warm air (i.e., forced air) furnaces manufacturing"
9479,333415,"Evaporative condensers (i.e., heat transfer equipment) manufacturing"
9480,333415,"Fountains, refrigerated drinking, manufacturing"
9481,333415,"Freezing equipment, industrial and commercial-type, manufacturing"
9482,333415,"Furnaces, warm air (i.e., forced air), manufacturing"
9483,333415,Heat pumps manufacturing
9484,333415,Heating and air conditioning combination units manufacturing
9485,333415,"Heating equipment, warm air (i.e., forced air), manufacturing"
9486,333415,Humidifying equipment (except portable) manufacturing
9487,333415,Ice making machinery manufacturing
9488,333415,Laboratory-type freezers manufacturing
9489,333415,"Lockers, refrigerated, manufacturing"
9490,333415,Refrigerated lockers manufacturing
9491,333415,Refrigeration compressors manufacturing
9492,333415,"Refrigeration equipment, industrial and commercial-type, manufacturing"
9493,333415,"Refrigeration units, truck-type, manufacturing"
9494,333415,Room air-conditioners manufacturing
9495,333415,"Showcases, refrigerated, manufacturing"
9496,333415,Snow making machinery manufacturing
9497,333415,Soda fountain cooling and dispensing equipment manufacturing
9498,333415,"Water (i.e., drinking) coolers, mechanical, manufacturing"
9499,333511,Die-casting dies manufacturing
9500,333511,Foundry casting molds manufacturing
9501,333511,Industrial molds (except steel ingot) manufacturing
9502,333511,"Molds (except steel ingot), industrial, manufacturing"
9503,333511,"Molds for forming materials (e.g., glass, plastics, rubber) manufacturing"
9504,333511,Molds for metal casting (except steel ingot) manufacturing
9505,333511,Molds for plastics and rubber working machinery manufacturing
9506,333514,"Cutting dies, metalworking, manufacturing"
9507,333514,"Diamond dies, metalworking, manufacturing"
9508,333514,Die sets for metal stamping presses manufacturing
9509,333514,Dies and die holders for metal cutting and forming (except threading) manufacturing
9510,333514,"Dies, metalworking (except threading), manufacturing"
9511,333514,"Dies, plastics forming, manufacturing"
9512,333514,"Dies, steel rule, metal cutting, manufacturing"
9513,333514,Extrusion dies for use with all materials manufacturing
9514,333514,"Jigs (e.g., checking, gauging, inspection) manufacturing"
9515,333514,Jigs and fixtures for use with machine tools manufacturing
9516,333514,Punches for use with machine tools manufacturing
9517,333514,"Subpresses, machine tool, manufacturing"
9518,333514,"Welding positioners (i.e., jigs) manufacturing"
9519,333514,Wiredrawing and straightening dies manufacturing
9520,333515,"Angle rings (i.e., a machine tool accessory) manufacturing"
9521,333515,"Arbors (i.e., a machine tool accessory) manufacturing"
9522,333515,"Bits and knives for metalworking lathes, planers, and shapers manufacturing"
9523,333515,"Bits, drill, metalworking, manufacturing"
9524,333515,"Blanks, cutting tool, manufacturing"
9525,333515,"Broaches (i.e., a machine tool accessory) manufacturing"
9526,333515,"Cams (i.e., a machine tool accessory) manufacturing"
9527,333515,"Chasers (i.e., a machine tool accessory) manufacturing"
9528,333515,"Chucks (i.e., a machine tool accessory) manufacturing"
9529,333515,"Clamps (i.e., a machine tool accessory) manufacturing"
9530,333515,"Collars (i.e., a machine tool accessory) manufacturing"
9531,333515,"Collets (i.e., a machine tool accessory) manufacturing"
9532,333515,"Counterbores (i.e., a machine tool accessory), metalworking, manufacturing"
9533,333515,"Countersinks (i.e., a machine tool accessory) manufacturing"
9534,333515,"Cutters, metal milling, manufacturing"
9535,333515,"Dies and taps (i.e., a machine tool accessory) manufacturing"
9536,333515,"Drill bits, metalworking, manufacturing"
9537,333515,"Files (i.e., a machine tool accessory) manufacturing"
9538,333515,"Hobs (i.e., metal gear cutting tool) manufacturing"
9539,333515,"Honing heads (i.e., a machine tool accessory) manufacturing"
9540,333515,"Hopper feed devices (i.e., a machine tool accessory) manufacturing"
9541,333515,"Indexing, rotary tables (i.e., a machine tool accessory) manufacturing"
9542,333515,"Inserts, cutting tool, manufacturing"
9543,333515,"Knives and bits for metalworking lathes, planers, and shapers manufacturing"
9544,333515,"Letter pins (e.g., gauging, measuring) manufacturing"
9545,333515,"Machine knives, metal cutting, manufacturing"
9546,333515,Machine tool attachments and accessories manufacturing
9547,333515,"Mandrels (i.e., a machine tool accessory) manufacturing"
9548,333515,"Measuring attachments (e.g., sine bars) for machine tool manufacturing"
9549,333515,"Pushers (i.e., a machine tool accessory) manufacturing"
9550,333515,"Reamers (i.e., a machine tool accessory) manufacturing"
9551,333515,"Sine bars (i.e., a machine tool accessory) manufacturing"
9552,333515,"Taps and dies (i.e., a machine tool accessory) manufacturing"
9553,333515,"Thread cutting dies (i.e., a machine tool accessory) manufacturing"
9554,333515,"Toolholders (i.e., a machine tool accessory) manufacturing"
9555,333515,Tools and accessories for machine tools manufacturing
9556,333515,Tracer and tapering machine tool attachments manufacturing
9557,333517,"Arbor presses, metalworking, manufacturing"
9558,333517,"Automatic screw machines, metal cutting type, manufacturing"
9559,333517,"Beader machines, metalworking, manufacturing"
9560,333517,"Bending and forming machines, metalworking, manufacturing"
9561,333517,"Boring machines, metalworking, manufacturing"
9562,333517,"Boring, drilling, and milling machine combinations, metalworking, manufacturing"
9563,333517,"Brakes, press, metalworking, manufacturing"
9564,333517,"Broaching machines, metalworking, manufacturing"
9565,333517,"Brushing machines, metalworking, manufacturing"
9566,333517,"Buffing and polishing machines, metalworking, manufacturing"
9567,333517,"Burnishing machines, metalworking, manufacturing"
9568,333517,"Can forming machines, metalworking, manufacturing"
9569,333517,"Centering machines, metalworking, manufacturing"
9570,333517,"Chamfering machines, metalworking, manufacturing"
9571,333517,"Chemical milling machines, metalworking, manufacturing"
9572,333517,"Chucking machines, automatic, metalworking, manufacturing"
9573,333517,"Crankshaft grinding machines metal cutting type, manufacturing"
9574,333517,"Custom roll forming machines, metalworking, manufacturing"
9575,333517,"Cut-off machines, metalworking, manufacturing"
9576,333517,"Cutting machines, metalworking, manufacturing"
9577,333517,"Cylinder boring machines metal cutting type, manufacturing"
9578,333517,"Deburring machines, metalworking, manufacturing"
9579,333517,"Die sinking machines, metalworking, manufacturing"
9580,333517,"Die-casting machines, metalworking, manufacturing"
9581,333517,"Drill presses, metalworking, manufacturing"
9582,333517,"Drilling machines, metalworking, manufacturing"
9583,333517,"Drop hammers, metal forging and shaping, manufacturing"
9584,333517,"Duplicating machines (e.g., key cutting), metalworking, manufacturing"
9585,333517,"Electrochemical milling machines, metalworking, manufacturing"
9586,333517,Electrode discharge metal cutting machines manufacturing
9587,333517,Electrolytic metal cutting machines manufacturing
9588,333517,Electron-discharge metal cutting machines manufacturing
9589,333517,"Extruding machines, metalworking, manufacturing"
9590,333517,"Facing machines, metalworking, manufacturing"
9591,333517,"Filing machines, metalworking, manufacturing"
9592,333517,"Flange facing machines, metalworking, manufacturing"
9593,333517,Forging machinery and hammers manufacturing
9594,333517,"Forming machines (except drawing), metalworking, manufacturing"
9595,333517,"Gear cutting and finishing machines, metalworking, manufacturing"
9596,333517,"Gear rolling machines, metalworking, manufacturing"
9597,333517,"Grinding machines, metalworking, manufacturing"
9598,333517,"Home workshop metal cutting machine tools (except handtools, welding equipment) manufacturing"
9599,333517,"Honing and lapping machines, metal cutting type, manufacturing"
9600,333517,"Key cutting machines, metal cutting type, manufacturing"
9601,333517,"Knurling machines, metalworking, manufacturing"
9602,333517,"Laser boring, drilling, and cutting machines, metalworking, manufacturing"
9603,333517,"Lathes, metalworking, manufacturing"
9604,333517,"Machine tools, metal cutting, manufacturing"
9605,333517,"Machine tools, metal forming, manufacturing"
9606,333517,"Magnetic forming machines, metalworking, manufacturing"
9607,333517,Metal cutting machine tools manufacturing
9608,333517,Metal deposit forming machines manufacturing
9609,333517,Metal forming machine tools manufacturing
9610,333517,Metalworking lathes manufacturing
9611,333517,"Milling machines, metalworking, manufacturing"
9612,333517,Nail heading machines manufacturing
9613,333517,Numerically controlled metal cutting machine tools manufacturing
9614,333517,"Pipe cutting and threading machines, metalworking, manufacturing"
9615,333517,"Planers, metalworking, manufacturing"
9616,333517,Plasma jet spray metal forming machines manufacturing
9617,333517,Plasma process metal cutting machines (except welding equipment) manufacturing
9618,333517,"Polishing and buffing machines, metalworking, manufacturing"
9619,333517,Powder metal forming presses manufacturing
9620,333517,"Press brakes, metalworking, manufacturing"
9621,333517,"Presses (e.g., bending, punching, shearing, stamping), metal forming, manufacturing"
9622,333517,"Punching machines, metalworking, manufacturing"
9623,333517,"Reaming machines, metalworking, manufacturing"
9624,333517,"Rifling machines, metalworking, manufacturing"
9625,333517,"Riveting machines, metalworking, manufacturing"
9626,333517,"Sawing machines, metalworking, manufacturing"
9627,333517,"Screw and nut slotting machines, metalworking, manufacturing"
9628,333517,"Shaving machines, metalworking, manufacturing"
9629,333517,"Shearing machines, metal forming, manufacturing"
9630,333517,Sheet metal forming machines manufacturing
9631,333517,"Slotting machines, metalworking, manufacturing"
9632,333517,"Spinning machines, metalworking, manufacturing"
